timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
133181.07159766668, -0.7705078125, 0.093170166015625, -0.1513824462890625, -0.25416383147239685, 0.23326174914836884, -0.166395902633667
133181.08166066668, -0.7767791748046875, 0.08184814453125, -0.185699462890625, -0.20613372325897217, 0.07401670515537262, -0.14467063546180725
133181.09172366667, -0.762939453125, 0.0709991455078125, -0.2303009033203125, -0.1669362634420395, -0.024468325078487396, -0.1373906135559082
133181.10178666667, -0.769439697265625, 0.0565948486328125, -0.30035400390625, -0.11176461726427078, -0.03057175688445568, -0.1952619105577469
133181.11184966666, -0.806549072265625, 0.038299560546875, -0.3803863525390625, -0.02334100939333439, 0.07761676609516144, -0.2921173572540283
133181.12191266668, -0.81103515625, 0.026458740234375, -0.4347381591796875, 0.11913864314556122, 0.22779907286167145, -0.35234740376472473
133181.1319766667, -0.7466583251953125, 0.05828857421875, -0.42510986328125, 0.2765543758869171, 0.4082218408584595, -0.32355594635009766
133181.14203966668, -0.7109832763671875, 0.072540283203125, -0.3679656982421875, 0.3712574243545532, 0.5366056561470032, -0.2628755569458008
133181.15210266667, -0.7155303955078125, 0.0569305419921875, -0.26068115234375, 0.361074835062027, 0.5266332030296326, -0.21277698874473572
133181.16216566667, -0.7209320068359375, 0.024322509765625, -0.16253662109375, 0.2833417057991028, 0.42634597420692444, -0.18631981313228607
133181.17222866666, -0.7268218994140625, -0.0198211669921875, -0.11993408203125, 0.18661408126354218, 0.2919357120990753, -0.1928727775812149
133181.1822916667, -0.7272186279296875, -0.057220458984375, -0.1333465576171875, 0.12773452699184418, 0.19211165606975555, -0.23704557120800018
133181.19235466668, -0.726531982421875, -0.0844268798828125, -0.1795196533203125, 0.09613744914531708, 0.1495569944381714, -0.3021017909049988
133181.20241766667, -0.722381591796875, -0.093994140625, -0.20263671875, 0.0620519183576107, 0.14619289338588715, -0.36592844128608704
133181.21248066667, -0.7192230224609375, -0.093414306640625, -0.18682861328125, -0.01818273216485977, 0.145234152674675, -0.39155763387680054
133181.22254466667, -0.732086181640625, -0.093597412109375, -0.1470184326171875, -0.1433236002922058, 0.1522369384765625, -0.41148555278778076
133181.23260766666, -0.7633514404296875, -0.085601806640625, -0.106109619140625, -0.2998303771018982, 0.10080117732286453, -0.4265526533126831
133181.2426706667, -0.7747802734375, -0.0797271728515625, -0.082427978515625, -0.4542098343372345, -0.008268848992884159, -0.4329064190387726
133181.25273366668, -0.7732696533203125, -0.08843994140625, -0.0869140625, -0.5777168869972229, -0.14513562619686127, -0.4388306140899658
133181.26279666668, -0.7673187255859375, -0.085693359375, -0.109954833984375, -0.6760748624801636, -0.3051111698150635, -0.4247685968875885
133181.27285966667, -0.77410888671875, -0.077392578125, -0.1334991455078125, -0.7383376955986023, -0.4644153416156769, -0.4072399437427521
133181.28292266667, -0.7873382568359375, -0.064727783203125, -0.15240478515625, -0.7986710667610168, -0.5968860387802124, -0.37272778153419495
133181.2929856667, -0.7985382080078125, -0.050384521484375, -0.169830322265625, -0.8642445206642151, -0.6448724865913391, -0.32915499806404114
133181.30304966666, -0.8258819580078125, -0.0592041015625, -0.2100067138671875, -0.9052547812461853, -0.6153934001922607, -0.2824743092060089
133181.31311266668, -0.8542327880859375, -0.0649261474609375, -0.24029541015625, -0.9191844463348389, -0.5645190477371216, -0.2492567002773285
133181.32317566668, -0.888275146484375, -0.079132080078125, -0.272308349609375, -0.8864331841468811, -0.5046163201332092, -0.2206820398569107
133181.33323866667, -0.893280029296875, -0.0929107666015625, -0.3125457763671875, -0.8188706040382385, -0.41893255710601807, -0.18217194080352783
133181.34330166667, -0.8843841552734375, -0.1024627685546875, -0.340789794921875, -0.7487552165985107, -0.32570698857307434, -0.15112373232841492
133181.35336466666, -0.8930511474609375, -0.1124725341796875, -0.3372039794921875, -0.6905930638313293, -0.25458142161369324, -0.12434059381484985
133181.36342766669, -0.902801513671875, -0.120758056640625, -0.313079833984375, -0.6587504744529724, -0.21495544910430908, -0.11720997840166092
